"Gender","Item Purchased","Category","Purchase Amount (USD)","Location","Size","Season","Payment Method","Frequency of Purchases"
"Male","Sunglasses","Accessories","71","Delaware","M","Fall","Cash","Every 3 Months"
"Male","Coat","Outerwear","31","Vermont","L","Summer","Bank Transfer","Quarterly"
"Male","Hat","Accessories","89","Indiana","XL","Spring","Credit Card","Bi-Weekly"
"Male","Pants","Clothing","83","Oregon","M","Winter","Cash","Every 3 Months"
"Male","Backpack","Accessories","42","Maryland","M","Spring","Bank Transfer","Quarterly"
"Male","Shorts","Clothing","91","Florida","M","Summer","PayPal","Bi-Weekly"
"Male","Jacket","Outerwear","61","Indiana","M","Spring","Bank Transfer","Annually"
"Male","Backpack","Accessories","66","Texas","S","Summer","Cash","Quarterly"
"Male","Scarf","Accessories","22","Nebraska","XL","Spring","Venmo","Every 3 Months"
"Male","Hoodie","Clothing","68","North Carolina","S","Winter","Bank Transfer","Fortnightly"
"Male","Skirt","Clothing","43","Alabama","L","Fall","Bank Transfer","Annually"
"Male","Dress","Clothing","32","Alabama","M","Fall","Debit Card","Monthly"
"Male","Coat","Outerwear","46","Colorado","M","Fall","Cash","Weekly"
"Male","Blouse","Clothing","90","Wisconsin","L","Summer","PayPal","Quarterly"
"Male","Hat","Accessories","75","Delaware","L","Fall","Cash","Every 3 Months"
"Male","Handbag","Accessories","69","Indiana","M","Winter","Bank Transfer","Fortnightly"
"Male","Belt","Accessories","40","Iowa","M","Fall","Credit Card","Fortnightly"
"Male","Belt","Accessories","63","Iowa","S","Fall","Cash","Quarterly"
"Male","Shirt","Clothing","36","Wisconsin","L","Summer","Cash","Weekly"
"Male","Shoes","Footwear","75","Iowa","M","Winter","Venmo","Fortnightly"
"Male","Scarf","Accessories","67","Montana","L","Summer","Bank Transfer","Every 3 Months"
"Male","Pants","Clothing","64","Mississippi","M","Spring","Credit Card","Monthly"
"Male","Blouse","Clothing","61","Michigan","M","Fall","PayPal","Bi-Weekly"
"Male","Gloves","Accessories","40","Virginia","L","Winter","Cash","Quarterly"
"Male","Handbag","Accessories","97","New York","M","Fall","Bank Transfer","Quarterly"
"Male","Sneakers","Footwear","31","Maine","L","Spring","Credit Card","Annually"
"Male","Sandals","Footwear","65","New Jersey","L","Spring","PayPal","Annually"
"Male","Sunglasses","Accessories","54","Maryland","L","Spring","Venmo","Monthly"
"Male","Jacket","Outerwear","49","Kentucky","XL","Fall","Venmo","Weekly"
"Male","T-shirt","Clothing","64","Minnesota","L","Fall","Venmo","Bi-Weekly"
"Male","Sneakers","Footwear","35","Massachusetts","S","Winter","Cash","Fortnightly"
"Male","Shoes","Footwear","86","Illinois","L","Winter","Venmo","Quarterly"
"Male","Jacket","Outerwear","55","Michigan","L","Winter","Bank Transfer","Quarterly"
"Male","Scarf","Accessories","58","Wisconsin","M","Spring","Venmo","Monthly"
"Male","Sneakers","Footwear","96","Alaska","M","Fall","Bank Transfer","Weekly"
"Male","Jewelry","Accessories","64","Mississippi","M","Fall","Bank Transfer","Bi-Weekly"
"Male","Jacket","Outerwear","56","Oregon","M","Fall","Debit Card","Quarterly"
"Male","Blouse","Clothing","85","Maryland","M","Winter","Credit Card","Monthly"
"Male","Dress","Clothing","23","Arkansas","M","Spring","Cash","Quarterly"
"Male","Scarf","Accessories","72","Illinois","L","Fall","Debit Card","Fortnightly"
"Male","Hat","Accessories","38","Arkansas","M","Summer","Debit Card","Weekly"
"Male","Blouse","Clothing","29","Mississippi","S","Winter","Credit Card","Annually"
"Male","Gloves","Accessories","46","Arkansas","M","Spring","Venmo","Every 3 Months"
"Male","Gloves","Accessories","58","Idaho","L","Spring","PayPal","Fortnightly"
"Male","Coat","Outerwear","43","Iowa","L","Fall","Cash","Weekly"
"Male","Scarf","Accessories","32","West Virginia","L","Spring","PayPal","Bi-Weekly"
"Male","Pants","Clothing","30","Wisconsin","XL","Winter","Debit Card","Monthly"
"Male","Sunglasses","Accessories","67","Massachusetts","S","Summer","PayPal","Annually"
"Male","Dress","Clothing","45","Texas","M","Summer","Credit Card","Weekly"
"Male","Hat","Accessories","81","Nebraska","M","Winter","Venmo","Annually"
"Male","Backpack","Accessories","23","Nevada","M","Fall","Credit Card","Every 3 Months"
"Male","Sandals","Footwear","59","Indiana","M","Fall","PayPal","Weekly"
"Male","Sunglasses","Accessories","21","North Dakota","L","Summer","PayPal","Monthly"
"Male","Backpack","Accessories","20","Georgia","M","Spring","Credit Card","Bi-Weekly"
"Male","Jewelry","Accessories","28","New Mexico","M","Winter","Debit Card","Weekly"
"Male","Socks","Clothing","100","New Hampshire","M","Winter","Credit Card","Monthly"
"Male","Shirt","Clothing","46","Washington","L","Spring","Debit Card","Monthly"
"Male","Handbag","Accessories","61","Nevada","XL","Spring","Credit Card","Annually"
"Male","Blouse","Clothing","58","Maine","M","Winter","Venmo","Weekly"
"Male","Backpack","Accessories","50","Idaho","M","Spring","Cash","Fortnightly"
"Male","Hat","Accessories","93","Tennessee","M","Summer","Debit Card","Annually"
"Male","Skirt","Clothing","24","Louisiana","L","Summer","Venmo","Quarterly"
"Male","Shorts","Clothing","100","Michigan","M","Summer","Venmo","Annually"
"Male","Blouse","Clothing","79","New Hampshire","S","Fall","Bank Transfer","Quarterly"
"Male","Socks","Clothing","51","Minnesota","M","Summer","Credit Card","Bi-Weekly"
"Male","Belt","Accessories","90","Illinois","M","Winter","Credit Card","Every 3 Months"
"Male","Boots","Footwear","56","Idaho","L","Summer","Cash","Quarterly"
"Male","Shorts","Clothing","25","Montana","S","Spring","Debit Card","Fortnightly"
"Male","Shirt","Clothing","75","Alabama","M","Summer","Venmo","Every 3 Months"
"Male","Handbag","Accessories","75","Montana","M","Summer","Debit Card","Quarterly"
"Male","Jeans","Clothing","53","California","XL","Summer","PayPal","Every 3 Months"
"Male","Dress","Clothing","100","Pennsylvania","S","Spring","Bank Transfer","Fortnightly"
"Male","Dress","Clothing","27","Texas","L","Fall","PayPal","Bi-Weekly"
"Male","Sandals","Footwear","60","Michigan","S","Fall","Venmo","Every 3 Months"
"Male","Jacket","Outerwear","23","Connecticut","S","Fall","Bank Transfer","Every 3 Months"
"Male","Coat","Outerwear","40","Wyoming","S","Winter","Credit Card","Annually"
"Male","Pants","Clothing","38","Michigan","M","Summer","PayPal","Every 3 Months"
"Male","Backpack","Accessories","90","South Dakota","S","Summer","Credit Card","Annually"
"Male","Blouse","Clothing","97","North Dakota","S","Summer","PayPal","Quarterly"
"Male","Skirt","Clothing","38","Maryland","L","Fall","Credit Card","Every 3 Months"
"Male","Sandals","Footwear","30","Michigan","S","Summer","Credit Card","Fortnightly"
"Male","Pants","Clothing","88","South Dakota","M","Fall","Venmo","Quarterly"
"Male","Hat","Accessories","33","Florida","L","Winter","Debit Card","Quarterly"
"Male","Hoodie","Clothing","60","Minnesota","L","Winter","Debit Card","Weekly"
"Male","Sweater","Clothing","64","New York","L","Summer","Debit Card","Bi-Weekly"
"Male","Scarf","Accessories","95","Oregon","XL","Fall","Cash","Weekly"
"Male","Sneakers","Footwear","83","Minnesota","M","Winter","PayPal","Fortnightly"
"Male","Boots","Footwear","97","Montana","XL","Winter","Cash","Annually"
"Male","Coat","Outerwear","38","Washington","M","Spring","Debit Card","Monthly"
"Male","Boots","Footwear","48","New Mexico","M","Summer","Cash","Fortnightly"
"Male","Sandals","Footwear","76","Arizona","M","Spring","Venmo","Monthly"
"Male","Pants","Clothing","25","Nebraska","S","Summer","Venmo","Every 3 Months"
"Male","Hoodie","Clothing","92","Idaho","S","Spring","Credit Card","Annually"
"Male","Sandals","Footwear","47","Idaho","L","Fall","Cash","Monthly"
"Male","Sweater","Clothing","36","Vermont","L","Fall","Cash","Quarterly"
"Male","Belt","Accessories","51","Arkansas","M","Fall","Credit Card","Annually"
"Male","Jeans","Clothing","35","Wyoming","XL","Summer","Credit Card","Quarterly"
"Male","Hoodie","Clothing","57","New Mexico","S","Summer","PayPal","Monthly"
"Male","Boots","Footwear","95","West Virginia","M","Summer","Credit Card","Every 3 Months"
"Male","Socks","Clothing","41","New York","L","Winter","Cash","Every 3 Months"
"Male","Dress","Clothing","44","Illinois","S","Winter","Cash","Quarterly"
"Male","Jacket","Outerwear","34","Utah","M","Fall","PayPal","Quarterly"
"Male","Jacket","Outerwear","25","Colorado","L","Spring","Bank Transfer","Quarterly"
"Male","Boots","Footwear","93","Virginia","S","Winter","Bank Transfer","Fortnightly"
"Male","Sneakers","Footwear","50","Georgia","L","Winter","Credit Card","Annually"
"Male","Pants","Clothing","79","Alabama","L","Fall","PayPal","Every 3 Months"
"Male","Coat","Outerwear","100","Montana","S","Spring","PayPal","Every 3 Months"
"Male","Shirt","Clothing","57","Pennsylvania","S","Spring","Venmo","Fortnightly"
"Male","Sweater","Clothing","28","Missouri","M","Spring","Venmo","Weekly"
"Male","Shoes","Footwear","35","Maine","L","Winter","Venmo","Fortnightly"
"Male","Boots","Footwear","85","Pennsylvania","L","Fall","Venmo","Bi-Weekly"
"Male","Sunglasses","Accessories","95","Oregon","S","Summer","Venmo","Quarterly"
"Male","Sneakers","Footwear","90","Utah","S","Summer","Venmo","Quarterly"
"Male","Jewelry","Accessories","49","Oklahoma","M","Summer","Bank Transfer","Monthly"
"Male","Belt","Accessories","92","Montana","M","Winter","Bank Transfer","Quarterly"
"Male","Gloves","Accessories","72","Nebraska","XL","Winter","Cash","Bi-Weekly"
"Male","Shorts","Clothing","71","Alabama","M","Summer","PayPal","Annually"
"Male","Jewelry","Accessories","27","Ohio","XL","Winter","Debit Card","Fortnightly"
"Male","Gloves","Accessories","39","Arkansas","S","Fall","Cash","Fortnightly"
"Male","Jewelry","Accessories","98","Mississippi","M","Winter","PayPal","Every 3 Months"
"Male","Sandals","Footwear","27","California","M","Spring","Cash","Every 3 Months"
"Male","Jewelry","Accessories","71","Alaska","S","Spring","Venmo","Every 3 Months"
"Male","Hat","Accessories","24","Indiana","L","Spring","Cash","Weekly"
"Male","Shorts","Clothing","63","Wisconsin","M","Fall","Credit Card","Every 3 Months"
"Male","Sweater","Clothing","72","New Jersey","S","Fall","Credit Card","Monthly"
"Male","Blouse","Clothing","61","Rhode Island","M","Spring","Cash","Monthly"
"Male","Hat","Accessories","56","Wyoming","M","Fall","Credit Card","Monthly"
"Male","Belt","Accessories","32","Oregon","XL","Summer","PayPal","Every 3 Months"
"Male","Gloves","Accessories","23","Washington","M","Summer","Venmo","Bi-Weekly"
"Male","Coat","Outerwear","100","Washington","L","Spring","Bank Transfer","Weekly"
"Male","Jewelry","Accessories","74","New Hampshire","M","Fall","Cash","Quarterly"
"Male","Skirt","Clothing","33","Maryland","S","Spring","PayPal","Quarterly"
"Male","Gloves","Accessories","67","Wisconsin","S","Spring","Bank Transfer","Weekly"
"Male","Jewelry","Accessories","61","Massachusetts","S","Summer","Debit Card","Bi-Weekly"
"Male","Shorts","Clothing","46","Nebraska","M","Summer","Venmo","Every 3 Months"
"Male","Gloves","Accessories","56","Nebraska","L","Spring","Cash","Fortnightly"
"Male","Sneakers","Footwear","73","Idaho","S","Spring","Venmo","Every 3 Months"
"Male","Skirt","Clothing","44","Arizona","L","Summer","PayPal","Annually"
"Male","Hat","Accessories","44","Hawaii","L","Winter","Credit Card","Weekly"
"Male","Jewelry","Accessories","26","Missouri","XL","Summer","Venmo","Quarterly"
"Male","Sneakers","Footwear","52","Louisiana","L","Spring","Venmo","Bi-Weekly"
"Male","Shirt","Clothing","54","Arkansas","S","Summer","Bank Transfer","Quarterly"
"Male","Jacket","Outerwear","38","North Carolina","M","Summer","Venmo","Quarterly"
"Male","Belt","Accessories","44","North Dakota","S","Fall","Credit Card","Quarterly"
"Male","T-shirt","Clothing","76","Montana","M","Spring","Bank Transfer","Fortnightly"
"Male","Jewelry","Accessories","23","Rhode Island","M","Winter","PayPal","Weekly"
"Male","T-shirt","Clothing","98","Idaho","M","Winter","Venmo","Bi-Weekly"
"Male","Jacket","Outerwear","33","Michigan","S","Spring","Debit Card","Every 3 Months"
"Male","Sweater","Clothing","32","Illinois","M","Summer","Venmo","Fortnightly"
"Male","Boots","Footwear","85","Georgia","S","Fall","Credit Card","Every 3 Months"
"Male","Jeans","Clothing","69","Alabama","L","Summer","Debit Card","Monthly"
"Male","Jeans","Clothing","55","Alaska","XL","Spring","Debit Card","Every 3 Months"
"Male","Pants","Clothing","66","Massachusetts","M","Summer","Cash","Fortnightly"
"Male","Jacket","Outerwear","30","Michigan","M","Fall","Cash","Quarterly"
"Male","Jacket","Outerwear","80","Alaska","M","Winter","Bank Transfer","Monthly"
"Male","Belt","Accessories","20","North Dakota","M","Summer","Cash","Monthly"
"Male","Shirt","Clothing","30","South Carolina","L","Fall","PayPal","Quarterly"
"Male","Dress","Clothing","86","Pennsylvania","S","Winter","Venmo","Annually"
"Male","Blouse","Clothing","84","Colorado","L","Spring","Cash","Every 3 Months"
"Male","Dress","Clothing","54","New Hampshire","XL","Summer","Debit Card","Annually"
"Male","Blouse","Clothing","30","Maryland","XL","Fall","Venmo","Annually"
"Male","Dress","Clothing","91","Georgia","M","Winter","Credit Card","Weekly"
"Male","Sneakers","Footwear","23","Wisconsin","L","Winter","PayPal","Bi-Weekly"
"Male","Socks","Clothing","35","Texas","M","Spring","Cash","Monthly"
"Male","Shoes","Footwear","90","Utah","L","Winter","Venmo","Weekly"
"Male","Jeans","Clothing","93","Indiana","S","Fall","Cash","Weekly"
"Male","Jeans","Clothing","68","Nevada","L","Winter","Bank Transfer","Bi-Weekly"
"Male","Gloves","Accessories","41","New Hampshire","M","Spring","Cash","Quarterly"
"Male","Belt","Accessories","73","New York","M","Winter","Venmo","Fortnightly"
"Male","Sunglasses","Accessories","73","Texas","L","Fall","PayPal","Weekly"
"Male","Hat","Accessories","66","Iowa","M","Summer","Cash","Quarterly"
"Male","Backpack","Accessories","59","Washington","M","Summer","Bank Transfer","Weekly"
"Male","Shorts","Clothing","72","Tennessee","L","Spring","Debit Card","Monthly"
"Male","Socks","Clothing","88","Georgia","M","Summer","Debit Card","Annually"
"Male","Socks","Clothing","76","Massachusetts","L","Summer","Cash","Bi-Weekly"
"Male","Belt","Accessories","31","Oregon","M","Winter","Cash","Fortnightly"
"Male","Jacket","Outerwear","22","Oklahoma","L","Summer","PayPal","Monthly"
"Male","Hat","Accessories","75","Wisconsin","L","Fall","Debit Card","Fortnightly"
"Male","T-shirt","Clothing","75","Oregon","S","Spring","Venmo","Bi-Weekly"
"Male","Backpack","Accessories","63","Georgia","M","Winter","Credit Card","Bi-Weekly"
"Male","Coat","Outerwear","21","New Mexico","M","Spring","Bank Transfer","Quarterly"
"Male","Backpack","Accessories","83","Mississippi","S","Spring","PayPal","Bi-Weekly"
"Male","Jacket","Outerwear","46","Wisconsin","S","Winter","PayPal","Every 3 Months"
"Male","Shoes","Footwear","59","New Hampshire","M","Summer","Bank Transfer","Quarterly"
"Male","Blouse","Clothing","66","Wyoming","M","Summer","Venmo","Fortnightly"
"Male","Sandals","Footwear","74","West Virginia","S","Fall","Venmo","Monthly"
"Male","Sunglasses","Accessories","82","Michigan","M","Summer","Cash","Quarterly"
"Male","Shoes","Footwear","89","Alaska","L","Spring","Venmo","Annually"
"Male","Dress","Clothing","65","Illinois","L","Fall","Venmo","Bi-Weekly"
"Male","Belt","Accessories","55","Hawaii","M","Spring","Cash","Every 3 Months"
"Male","Shorts","Clothing","95","Colorado","M","Winter","Bank Transfer","Monthly"
"Male","Handbag","Accessories","77","Illinois","S","Winter","Cash","Bi-Weekly"
"Male","Blouse","Clothing","44","Hawaii","M","Winter","PayPal","Weekly"
"Male","Jeans","Clothing","89","Wisconsin","M","Fall","Venmo","Annually"
"Male","Jewelry","Accessories","24","Arkansas","M","Spring","Debit Card","Bi-Weekly"
"Male","Belt","Accessories","43","Delaware","M","Winter","Bank Transfer","Annually"
"Male","Sneakers","Footwear","51","Oregon","XL","Summer","Bank Transfer","Annually"
"Male","Hat","Accessories","46","South Carolina","L","Summer","Cash","Quarterly"
"Male","Dress","Clothing","32","Maryland","M","Summer","Bank Transfer","Weekly"
"Male","Sneakers","Footwear","55","Kansas","M","Spring","Debit Card","Every 3 Months"
"Male","Sunglasses","Accessories","26","Arkansas","S","Summer","Bank Transfer","Quarterly"
"Male","Handbag","Accessories","29","Minnesota","M","Summer","Credit Card","Monthly"
"Male","Blouse","Clothing","49","New Mexico","L","Spring","Credit Card","Monthly"
"Male","Blouse","Clothing","45","Delaware","M","Spring","Debit Card","Quarterly"
"Male","Shorts","Clothing","48","Utah","S","Winter","Cash","Bi-Weekly"
"Male","Shorts","Clothing","47","Ohio","S","Winter","Cash","Quarterly"
"Male","Hoodie","Clothing","57","Alabama","M","Fall","Credit Card","Quarterly"
"Male","Backpack","Accessories","34","South Dakota","L","Fall","PayPal","Quarterly"
"Male","Sunglasses","Accessories","75","New Mexico","XL","Fall","Credit Card","Every 3 Months"
"Male","Scarf","Accessories","94","Oregon","L","Fall","PayPal","Fortnightly"
"Male","Hat","Accessories","84","Oregon","M","Winter","Debit Card","Weekly"
"Male","Scarf","Accessories","38","Mississippi","M","Summer","Bank Transfer","Quarterly"
"Male","Scarf","Accessories","75","Alabama","M","Winter","Venmo","Bi-Weekly"
"Male","Pants","Clothing","44","Kansas","M","Fall","Cash","Weekly"
"Male","Backpack","Accessories","33","California","XL","Summer","Debit Card","Every 3 Months"
"Male","Sunglasses","Accessories","93","Idaho","L","Fall","PayPal","Annually"
"Male","Sneakers","Footwear","99","Wyoming","S","Winter","Cash","Bi-Weekly"
"Male","Backpack","Accessories","33","Minnesota","M","Spring","Cash","Monthly"
